department,course_id,course_name,quality,num_of_reviews,distribs,layup
GOVT,GOVT084.02,Ethnicity and Representation,0,0,,0
GOVT,GOVT084.06,Identity and Power in the Americas,1,2,"INT, W",-1
GOVT,GOVT084.09,Political Responses to Capitalism,0,0,,0
GOVT,GOVT084.11,Democracy and Accountability in Latin America,0,0,,0
GOVT,GOVT084.12,Gender and American Politics,0,0,,0
GOVT,GOVT084.13,Improving Democracy: Institutional Innovations and Experiments in Developing Nations,0,0,,0
GOVT,GOVT084.14,Foreign Aid,3,-2,INT,-2
GOVT,GOVT084.16,Rebel Governance During the Civil War,0,0,,0
GOVT,GOVT084.23,Politics of Peace in the Middle East,0,0,,0
GOVT,GOVT084.26,Ethnic Conflict,1,1,"INT, SOC, NW",1
GOVT,GOVT084.28,Reform Revolution and Reaction in the Arab World,0,0,,0
GOVT,GOVT084.30,Identity and Power in the Americas,0,1,"INT, W",0
GOVT,GOVT084.32,"Opposition, Resistance, and Authoritarian Resilience in the Arab Middle East",0,0,,0
GOVT,GOVT084.33,Political Economy of the Middle East,0,0,"SOC, NW",0
GOVT,GOVT084.34,U.S. Policy in Africa and the Great Challenges Africa Faces in the Future,0,0,,0
GOVT,GOVT084.35,U.S. – Latin America Relations: The Dynamic of Foreign Policy Formulation,1,3,"INT, W",0
GOVT,GOVT084.36,The Future of the International Order,0,0,"INT, SOC",0
GOVT,GOVT084.37,Democracy and Diversity,1,-1,"INT, SOC, W",-3
GOVT,GOVT084.38,Trading Places: How Chile Passed Argentina on the Road to Development,0,1,"INT, SOC, NW",0
GOVT,GOVT084.39,Comparative Ethnic Politics,0,0,"INT, SOC, CI",0
GOVT,GOVT084.40,Democratic Erosion,0,1,"SOC, W",0
GOVT,GOVT085.01,Diplomacy,0,2,"INT, SOC",2
GOVT,GOVT085.02,Leadership and Grand Strategy,1,2,"INT, SOC",-1
GOVT,GOVT085.04,International Relations Theory,0,0,,0
GOVT,GOVT085.05,The Wilsonian Tradition in U.S. Foreign Policy,0,0,,0
GOVT,GOVT085.06,Realism and Its Critics in Contemporary IR,0,0,TMV,0
GOVT,GOVT085.08,US Security Policy in the 21st Century,3,3,"INT, SOC",3
GOVT,GOVT085.10,State Making and State Breaking,0,0,INT,0
GOVT,GOVT085.11,Nation-Building,0,0,,0
GOVT,GOVT085.12,Military Statecraft in International Relations,1,-1,"INT, SOC",-4
GOVT,GOVT085.14,"9/11: Origins, Event, Aftermath",0,0,,0
GOVT,GOVT085.15,Economic Statecraft in International Relations,1,3,INT,-1
GOVT,GOVT085.16,The Causes and Prevention of Genocide and Mass Killing,2,4,"INT, SOC",-1
GOVT,GOVT085.21,International Law and Institutions,0,0,"INT, SOC",0
GOVT,GOVT085.22,Techniques of Statecraft,0,0,,0
GOVT,GOVT085.23,Unipolarity and US Security,0,0,,0
GOVT,GOVT085.24,National Security Policy and Decision Making,0,0,,0
GOVT,GOVT085.26,International Law,0,0,,0
GOVT,GOVT085.27,Terrorism&Counterterrorism;,0,0,"INT, SOC",0
GOVT,GOVT085.29,Lessons from America's Foreign Wars,3,9,"INT, SOC",-4
GOVT,GOVT085.30,Regional Peace and War in the Middle East,0,0,,0
GOVT,GOVT085.31,Civil-Military Relations,0,0,,0
GOVT,GOVT085.32,International Politics of South Asia,0,0,,0
GOVT,GOVT085.33,Intelligence and Policy,0,0,,0
GOVT,GOVT085.34,"Mercenaries, Pirates, and Warlords:  Non-State Actors in International Relations",0,0,,0
GOVT,GOVT085.35,US Security Policy in the Middle East,0,0,,0
GOVT,GOVT085.36,How National Security is Made,0,1,"INT, SOC",0
GOVT,GOVT085.37,Resistance and Collaboration,1,1,SOC,0
GOVT,GOVT085.38,Gender and War,2,1,"W, INT, SOC",0
GOVT,GOVT085.39,Public Opinion and American Foreign Policy,3,3,SOC,0
GOVT,GOVT085.40,The Cold War,0,2,"INT, SOC",0
GOVT,GOVT085.41,Political Violence,2,0,"INT, SOC",-1
GOVT,GOVT085.42,Quantitative Analysis of International Cooperation,0,0,"INT, QDS",0
GOVT,GOVT085.43,Advances in the Study of International Conflict,0,0,"INT, SOC",0
GOVT,GOVT085.44,"Soldier, Army, State, War",1,3,"INT, SOC",-3
GOVT,GOVT086.01,Multiculturalism,0,0,"SOC, CI",0
GOVT,GOVT086.02,Political Speech,0,0,,0
GOVT,GOVT086.03,Contemporary Political Theory,0,0,TMV,0
GOVT,GOVT086.04,Power and Statecraft in the Ancient World,0,1,,0
GOVT,GOVT086.05,Utopia and Its Critics,0,0,TMV,0
GOVT,GOVT086.07,Morality of Capitalism,0,0,"TMV, W",0
GOVT,GOVT086.15,Tocqueville and His Critics,0,0,,0
GOVT,GOVT086.16,Contemporary Aboriginal Politics in Canada,0,0,,0
GOVT,GOVT086.17,Against the Tide: Excellence in Democratic Age,0,0,,0
GOVT,GOVT086.18,Contemporary Readings on Justice,0,0,TMV,0
GOVT,GOVT086.19,"Race, Law and Identity",0,0,"SOC, W",0
GOVT,GOVT086.20,Ideology and Intellectuals,0,0,,0
GOVT,GOVT086.22,Rousseau,0,0,,0
GOVT,GOVT086.24,Machiavelli,0,0,"TMV, W",-1
GOVT,GOVT086.25,Adam Smith and Political Economy,2,5,"SOC, W",-1
GOVT,GOVT086.26,Prophets on Trial,1,0,"SOC, TMV",0
GOVT,GOVT086.27,Ethics of the Family,1,4,"TMV, W",0
GOVT,GOVT086.28,Montesquieu in Enlightenment and Revolution,0,0,,0
GOVT,GOVT086.29,Leadership: Ancient and Modern,0,0,,0
GOVT,GOVT086.30,Current Research in Social/Political Philosophy,0,1,TMV,0
GOVT,GOVT086.31,The Political Philosophy of Nietzsche,0,0,"TMV, CI",0
GOVT,GOVT086.32,Tocqueville’s Democracy in America,0,0,"TMV, W",0
GOVT,GOVT086.33,Wittgenstein and Contemporary Politics,0,0,"TMV, W",0
GOVT,GOVT086.34,"Ethics, Economics, and the Environment",1,6,TMV,0
GOVT,GOVT086.35,Feminist Theory,0,0,SOC,0
GOVT,GOVT086.36,"The Color Line, Lynching and the Black Public Sphere: Social&Political Thought of Ida Wells & DuBois",0,0,TMV,0
GOVT,GOVT086.37,The Ethics of War and Peace,1,0,,0
GOVT,GOVT086.38,Justice and Work,1,1,TMV,0
GOVT,GOVT086.39,"Practical Wisdom and Its Enemies: Why we need this master virtue, how we learn it, and what corrodes",0,0,,0
GOVT,GOVT086.40,Law and Society,1,2,SOC,-1
GOVT,GOVT086.41,"Ethics, Politics, and the Law",0,1,TMV,0
GOVT,GOVT086.42,"Work, Leisure, and a Good Life",1,1,"TMV, W",0
GOVT,GOVT086.43,The Intellectual History of Racism: From Antiquity to America,0,2,"TMV, CI",2
GOVT,GOVT086.44,The American Public World,1,0,SOC,1
GOVT,GOVT086.45,"Race, Justice, and the Law",0,0,TMV,0
GOVT,GOVT086.46,Theories Racial Capitalism,0,0,"SOC, CI",0
GOVT,GOVT086.47,The Rise of Capitalism,0,0,SOC,0
GOVT,GOVT086.48,Criminal Law,0,0,,0
GOVT,GOVT090.01,London FSP,1,0,"INT, SOC, W",0
GOVT,GOVT090,Seminar,2,1,,1
GOVT,GOVT091,Seminar,2,1,,1
GOVT,GOVT092.02,Public Policy in Cross-national Perspective,0,0,,0
GOVT,GOVT092,Seminar,0,0,,1
GOVT,GOVT093,Washington DC - Internship Essays,3,3,SOC,1
GOVT,GOVT094,Seminar,2,3,"SOC, W",2
GOVT,GOVT095,Seminar,2,1,"SOC, W",0
GOVT,GOVT096.01,Russia in the World,0,0,,0
GOVT,GOVT096.02,Russian Political Systems,0,0,,0
GOVT,GOVT096.03,Special Topics in Russia,0,0,,0
GOVT,GOVT097,Honors Research,1,0,,1
GOVT,GOVT098,Honors Research,5,1,,1
GOVT,GOVT099,Honors Thesis,0,0,,1
GERM,GERM001,Introductory German,56,36,,10
GERM,GERM002.03,Fast-Track German in Berlin,0,0,,0
GERM,GERM002,Introductory German (continued),44,20,,3
GERM,GERM003,Introductory German (continued),19,11,,5
GERM,GERM005,Aspects of German Culture,2,2,W,0
GERM,GERM006,Readings in German Literature,1,3,"LIT, W",2
GERM,GERM007.01,After Hitler,1,1,"INT, LIT, W",-1
GERM,GERM007.02,A Brief History of Paper,0,0,"LIT, W",0
GERM,GERM007.04,Nietsche-Kafka-Freud,0,0,"LIT, W",0
GERM,GERM007.05,Franz Kafka,8,12,"LIT, W",10
GERM,GERM007.06,Diversity in the Media,1,3,,3
GERM,GERM007.07,Babylon Berlin,0,0,,0
GERM,GERM007,First-Year Seminars in German Literature,30,8,,1
GERM,GERM010,Intermediate German Language and Culture: Contemporary Germany,0,1,"LIT, W",0
GERM,GERM010.01,To Be Young and German,10,14,"SOC, CI",12
GERM,GERM010.02,From God’s Subjects to Global Citizens,0,0,"W, TMV",0
GERM,GERM010.03,Understanding German Media,4,6,"ART, W",3
GERM,GERM010.06,Look! A Visual History of Germany,2,7,"ART, W",1
GERM,GERM010,Intermediate German Language and Culture: Contemporary Germany,0,0,,0
GERM,GERM013,Beyond Good and Evil,5,3,"LIT, CI",10
GERM,GERM014,Into the Woods: The Brothers Grimm and the European Folklore Tradition,9,22,"LIT, W",25
GERM,GERM015,"Nazis, Neonazis, Antifa and the Others: Exploring Responses to the Nazi Past",3,3,"LIT, CI",2
GERM,GERM029,A Cultural Studies Approach to Contemporary Germany and Berlin,4,3,"ART, CI",0
GERM,GERM030,Studies in German History,2,3,"SOC, W",3
GERM,GERM031,Studies in German Theater,4,3,"LIT, W",2
GERM,GERM042.04,From the Typewriter to Virtual Reality: Modern Media Theory (in English),0,0,,0
GERM,GERM042.05,"Material Realities, Material Matters: A Brief History of Paper & Other Writing Surfaces (in English)",0,0,"LIT, W",0
GERM,GERM042.06,"Freud: Psychoanalysis, Jews, and Gender (in English)",0,0,"SOC, CI",0
GERM,GERM042.07,Intercultural Communication (in English),0,0,"INT, SOC, CI",1
GERM,GERM042.08,Mind Reading: Media and the Brain (in English),1,0,"LIT, W",0
GERM,GERM042.09,The Power and Spirit of Music In German Literature (in English),0,0,,0
GERM,GERM042.10,"Naughty Nuns, Rowdy Knights and Feisty Poets: The German Middle Ages (in English)",0,0,"LIT, W",0
GERM,GERM042.11,Literature and Psychoanalysis: The Cultural Legacy of Sigmund Freud (in English),0,0,"LIT, W",0
GERM,GERM042.12,Fictions of Survival: Robinsonades and Adventure Stories (in English),0,0,,0
GERM,GERM042.13,Gender and Jewish-German Culture,0,0,"LIT, CI",0
GERM,GERM042.14,German-Jewish Exile Literature (in English),0,0,"INT, LIT, CI",0
GERM,GERM042.15,Modern Sex:Weimar Republic,0,0,"LIT, CI",0
GERM,GERM042,Topics in German Civilization (in English translation),10,3,"LIT, W",1
GERM,GERM043.01,History & Theory of German Film: Contemporary German Film (in English),0,0,,0
GERM,GERM043.04,The Berlin School,0,0,"ART, W",0
GERM,GERM043.05,"Of Golems, Vampires, and Robots: The Haunted Screen of Weimar Cinema (in English)",2,3,"ART, W",0
GERM,GERM043.06,"Migration, Mobility and the Movies: German Film in Global Context",1,1,,0
GERM,GERM043,"Migration, Mobility and the Movies: German Film in Global Context",16,2,"INT, ART, CI",1
GERM,GERM044.02,Hist of Jews in Germany,0,0,"SOC, CI",0
GERM,GERM044.03,Souls Sold to the Devil: The Faust Tradition (In English),0,0,"LIT, W",0
GERM,GERM044.04,Gems of German Prose Fiction from Goethe to the Present,0,0,"LIT, W",0
GERM,GERM044.05,Where the Wild Things Are: The Culture of Environmentalism in Germany (in English),1,1,"LIT, CI",0
GERM,GERM044.06,German-Jewish History (in English),0,0,,0
GERM,GERM044.07,Metropolis Berlin: Cultural and Political History in the Urban Landscape (in English),0,0,"SOC, W",0
GERM,GERM044,The Faust Tradition (in English translation),2,3,,1
GERM,GERM045,"The Burden of the Nazi Past: World War, Genocide, Population Transfer, and Firebombing (in English)",0,0,,1
GERM,GERM046.01,Alienation and Exile,0,0,"LIT, W",0
GERM,GERM046.02,"Kafka and Brecht: Alienation, Satire, and Revolt (in English)",0,0,"LIT, W",0
GERM,GERM046.03,8 Short Books That Will Change Your Life,1,0,"LIT, W",0
GERM,GERM046.04,"Mobs, Crowds, and the People: Activism in Populist Times",0,1,"W, TMV",1
GERM,GERM046,The German Novel (in English translation),1,2,,1
GERM,GERM047.01,Marketplace Germany: Language and Culture of the German Economy (in English),0,0,,0
GERM,GERM047,German Drama (in English translation),1,1,,1
GERM,GERM061,The Age of Goethe (1749-1832),2,2,"LIT, W",1
GERM,GERM062,Literature of the Romantic Period,0,0,,1
GERM,GERM064.01,"Lit of the Modern Period: Franz Kafka and the Modern Self""",0,0,"LIT, W",0
GERM,GERM064.02,Pulp Fiction Meets High Literature: Media and Writing in 19th-Century Germany,2,3,"LIT, W",-1
GERM,GERM064.03,Weimar Republic Culture,0,0,"LIT, CI",0
GERM,GERM064.04,Theater and the Revolution,0,0,"LIT, W",0
GERM,GERM065.02,German Humor--Not an Oxymoron!,0,0,,0
GERM,GERM065.03,Masterpieces: German Drama,0,0,"LIT, W",0
GERM,GERM065.05,Deutsche Kurzprosa: Kunstmaerchen gegen Novelle,0,0,"LIT, W",0
GERM,GERM065.06,Modes of Belonging: What is Heimat,1,1,"LIT, W",0
GERM,GERM065.07,Babylon Berlin,0,0,"INT, LIT, CI",0
GERM,GERM065.08,The Case Study: From Detective Fiction to Medical Narratives,0,0,LIT,0
GERM,GERM065.09,(Research Seminar) Taboo Relationships: Deviant Desires in German Literature and Film,0,0,"LIT, W",0
GERM,GERM065,Topics:20thC.GermanCultural,1,1,"LIT, W",-1
GERM,GERM067,German Drama: Drama Queens: Madness on Stage,2,1,"LIT, W",1
GERM,GERM081,Seminar,0,0,,1
GERM,GERM082.03,Breaking Bad: The Aesthetics of Evil,0,0,"LIT, W",0
GERM,GERM082.04,Drawn to Life: The German Graphic Novel,0,0,"LIT, W",0
GERM,GERM082.05,Found in Translation: Humor in German Literature,0,0,"LIT, W",0
GERM,GERM082.06,Translation: Theory and Practice,0,0,"INT, LIT, W",0
GERM,GERM082.07,On Literary Adaptations - How to become a Transformer,0,0,,0
GERM,GERM082.08,Our Home/s – Creative Writing Seminar in the Age of Corona,0,0,"ART, W",0
GERM,GERM082.09,The Hill We Climb – Down: Poetry and Short Fiction Nature Writing,0,-1,"LIT, W",-1
GERM,GERM082,Seminar- Religious Moments in German Literature,3,1,,1
GERM,GERM084,Seminar,1,1,,1
GERM,GERM085,Independent Study,0,0,,1
GERM,GERM087,Honors Thesis I,0,0,,1
GERM,GERM088,Honors Thesis II,0,0,,0
GEOG,GEOG001.01,The Natural Environment,0,3,SLA,2
GEOG,GEOG001.02,The Natural Environment,1,4,SCI,1
GEOG,GEOG001,Introduction to Human Geography,126,21,"INT, SOC, CI",2
GEOG,GEOG002.01,Introduction to Human Geography,7,12,"INT, SOC, CI",2
GEOG,GEOG002,Global Health and Society,18,7,"INT, SOC",5
GEOG,GEOG003.01,Living with Nature,17,-17,SOC,-23
GEOG,GEOG003,Introduction to the Natural Environment,34,14,SLA,8
GEOG,GEOG004.01,Global Poverty and Care,11,19,"INT, SOC",11
GEOG,GEOG004.02,Introduction to Geospatial Thinking,6,7,SOC,4
GEOG,GEOG004,New England Landscapes and Environments,18,2,,1
GEOG,GEOG005.01,Life in the Anthropocene,0,3,,3
GEOG,GEOG005,Global Climate Change,26,1,SCI,0
GEOG,GEOG006.01,Urban Geography,5,0,SOC,-3
GEOG,GEOG006,Introduction to International Development,31,15,"INT, SOC, NW",-7
GEOG,GEOG007.09,"Shoppng:Geogr,Hist&Iden",0,0,"SOC, CI",0
GEOG,GEOG007.12,"Global Ties, Intimate Lives",0,1,INT,0
GEOG,GEOG007.13,New England Landscapes,0,0,"SOC, W",0
GEOG,GEOG007.14,Thirsty Planet,7,1,SCI,2
GEOG,GEOG007.15,Border Geographies,0,0,"INT, SOC",0
GEOG,GEOG007.16,"Life, Death & ClimateChange",0,0,TMV,0
GEOG,GEOG007.17,Charting Self-Driving Cars,7,6,SOC,12
GEOG,GEOG007.18,Consuming Places,0,-1,,-1
GEOG,GEOG007.19,The Black South,0,-2,,2
GEOG,GEOG007,First-Year Seminars in Geography,46,6,,1
GEOG,GEOG008.01,Introduction to International Development,8,6,"INT, SOC, NW",-6
GEOG,GEOG008,Life in the Anthropocene,0,3,SCI,5
GEOG,GEOG009.01,Geographical Information Systems (GIS),12,7,TLA,1
GEOG,GEOG009,Climate Change and the Future of Agriculture,3,3,SCI,-2
GEOG,GEOG011,Qualitative Methods and the Research Process in Geography,7,1,SOC,1
GEOG,GEOG012.01,Research Design,2,-4,SOC,-2
GEOG,GEOG012,"Wilderness, Culture and Environmental Conservation",6,4,SOC,0
GEOG,GEOG013,"Population, Culture, and Environment",26,6,,1
GEOG,GEOG014,Water Policy and Politics,6,4,"INT, SOC",-2
GEOG,GEOG015.01,Global Climate Change,1,1,SCI,-1
GEOG,GEOG015,Food and Power,11,4,"INT, SOC, NW",-1
GEOG,GEOG016.01,A Climate for Human Security,1,3,"SCI, W",0
GEOG,GEOG016,Moral Economies of Development,5,1,"INT, SOC",0
GEOG,GEOG017.01,Earth Surface Processes and Landforms,0,0,SLA,0
GEOG,GEOG017,Geopolitics and Third World Development,28,7,"INT, SOC, NW",2
GEOG,GEOG018.01,Climate Extremes On A Warming Planet,3,5,SCI,1
GEOG,GEOG018,Urbanization and the Environment,5,0,"INT, SOC",0
GEOG,GEOG019.01,Climate Change and the Future of Agriculture,6,11,SCI,-6
GEOG,GEOG019,Indigeneity and Development,19,4,SOC,1
GEOG,GEOG020.01,The Global Food and Energy Landscape,0,0,,0
GEOG,GEOG020,Economic Geography and Globalization,13,8,SOC,0
GEOG,GEOG021.01,Global Health and Society,2,2,"INT, SOC, CI",0
GEOG,GEOG021,Geographies of Violence,0,0,SOC,1
GEOG,GEOG022.01,New England Landscapes and Environments,0,0,,0
GEOG,GEOG022,Urban Geography,35,15,SOC,2
GEOG,GEOG023,"Power, Territoriality, and Political Geography",9,10,SOC,2
GEOG,GEOG024,American Landscapes and Cultures,6,0,"SOC, CI",4
GEOG,GEOG025,Social Justice and the City,14,8,"SOC, CI",-2
GEOG,GEOG026,"Women, Gender and Development",11,3,"SOC, CI",6
GEOG,GEOG027,Carceral Geographies: Explaining Mass Incarceration in the US,1,0,SOC,1
GEOG,GEOG028,"Immigration, Race, and Ethnicity",25,12,"SOC, CI",1
GEOG,GEOG029,Global Cities,3,4,"INT, SOC, NW",1
GEOG,GEOG030.01,Jews and Cities: Urban Encounter and Cultural Transformations,0,0,,0
GEOG,GEOG030.02,Geographies of Displacement,1,1,SOC,0
GEOG,GEOG031,The Local and Global Biosphere,10,2,"SOC, SLA",1
GEOG,GEOG032.01,Economic Geography and Globalization,0,-1,SOC,-1
GEOG,GEOG032,The Physical City,0,0,SCI,1
GEOG,GEOG033.01,Geopolitics and Third World Development,1,1,"INT, SOC, NW",0
GEOG,GEOG033,Earth Surface Processes and Landforms,1,1,"SCI, SLA",1
GEOG,GEOG034,The Global Food and Energy Landscape,0,1,SCI,0
GEOG,GEOG035.01,Geographies of Violence,0,0,,0
GEOG,GEOG035,River Processes and Watershed Science,0,0,SLA,1
GEOG,GEOG036.01,The Czech Republic in the New Europe,0,1,"SOC, W",1
GEOG,GEOG036,Climate Extremes On A Warming Planet,0,0,SCI,0
GEOG,GEOG037.01,Social and Physical Landscapes of the Czech Republic,0,1,,1
GEOG,GEOG037,A Climate for Human Security,1,2,W,0
GEOG,GEOG038,The Postcolonial City,0,0,SOC,0
GEOG,GEOG039.01,Environmental Justice,0,1,SOC,0
GEOG,GEOG039,Environmental Justice,0,0,,0
GEOG,GEOG040.02,Catastrophe and Human Survival,0,0,,0
GEOG,GEOG040.03,"Race, Space, and Nature",1,1,SOC,1
GEOG,GEOG040.04,Energy Justice,3,2,"INT, SOC",1
GEOG,GEOG040.05,Climate&Power; in US History,0,1,"SOC, W",1
GEOG,GEOG040,Jews and Cities: Urban Encounter and Cultural Transformations,0,0,"SOC, CI",1
GEOG,GEOG041,"Gender, Space and Islam",2,1,,1
GEOG,GEOG042,Water Policy and Politics,1,1,"INT, SOC",2
GEOG,GEOG043,Food and Power,2,3,"INT, SOC, NW",0
GEOG,GEOG044,Environment and Politics in Southeast Asia,2,2,"INT, SOC, NW",2
GEOG,GEOG045,Exploring Nature and Culture in New England,2,2,"SOC, W",1
GEOG,GEOG046,Urbanization and the Environment,1,0,,2
GEOG,GEOG047.01,Political Ecology,1,1,"INT, SOC",0
GEOG,GEOG047,The Czech Republic in the New Europe,2,0,"SOC, W",1
GEOG,GEOG048,Indigeneity and Development,6,1,,1
GEOG,GEOG049,"Wilderness, Culture and Environmental Conservation",0,0,,0
GEOG,GEOG050.02,Web Mapping and Application,0,2,TAS,1
GEOG,GEOG050.03,GIS Programming and Databases,1,1,TAS,0
GEOG,GEOG050,Geographical Information Systems (GIS),5,7,TLA,-5
GEOG,GEOG051,Remote Sensing,2,2,TLA,-1
GEOG,GEOG052,Geospatial Technologies and Society,0,0,,0
GEOG,GEOG053,Critical Mapping and the Geohumanities,0,0,SOC,0
GEOG,GEOG054,Geovisualization,5,6,SLA,4
GEOG,GEOG055,Critical Analysis in GIS,1,2,TAS,2
GEOG,GEOG056,The Geographies of Health and Disease,0,0,TAS,0
GEOG,GEOG057,Urban Applications of GIS,1,0,TLA,1
GEOG,GEOG058,Critical Analysis in GIS,1,1,TAS,0
GEOG,GEOG059,Environmental Applications of GIS,2,1,TLA,1
GEOG,GEOG060,Earth System Modeling,2,3,,-2
GEOG,GEOG061.01,Hydroclimatology,1,1,SCI,0
GEOG,GEOG061,"Global Movements: Migrants, Refugees, and Diasporas",0,0,"INT, SOC",0
GEOG,GEOG062.01,River Processes and Watershed Science,0,0,SLA,0
GEOG,GEOG062,Black Women’s Activism: 1970 – Present,0,0,"SOC, CI",0
GEOG,GEOG063,Racial Geographies: Race and the Politics of Place,0,1,,0
GEOG,GEOG065.01,"Global Movements: Migrants, Refugees, and Diasporas",0,1,"INT, SOC",0
GEOG,GEOG065,Catastrophe and Human Survival,0,2,SOC,1
GEOG,GEOG066,Geopolitics of Humanitarianism,1,-1,SOC,1
GEOG,GEOG067.01,Scenes from the City: Urbanism and Modern American Visual Culture,0,0,,0
GEOG,GEOG067,Political Ecology,0,0,"INT, SOC",1
GEOG,GEOG068.01,Witchcraft and Biomedicine,0,0,SOC,0
GEOG,GEOG068,Environmental Justice,0,0,SOC,0
GEOG,GEOG070.01,Witchcraft and Biomedicine,0,0,SOC,0
GEOG,GEOG071,Racial Geographies: Race and the Politics of Place,1,3,"SOC, CI",2
GEOG,GEOG072,Environmental Justice,0,0,"SOC, CI",0
GEOG,GEOG074,Moral Economies of Development,0,0,"INT, SOC",0
GEOG,GEOG077,Environmental Applications of GIS,1,2,TLA,0
GEOG,GEOG078,Geospatial Technologies and Society,0,0,,0
GEOG,GEOG080.03,"10 Weeks, 10   Professors #BlackLivesMatter",0,0,,0
GEOG,GEOG080.04,Scenes from the City: Urbanism and Modern American Visual Culture,0,0,"SOC, CI",0
GEOG,GEOG080.05,"10 Weeks, 10 Professors: #BlackLivesMatter",0,0,"SOC, CI",0
GEOG,GEOG080.06,Women in Asian Cities,2,2,"SOC, CI",3
GEOG,GEOG080.07,"Race, Space, and Nature",0,0,SOC,0
GEOG,GEOG080.08,Geospatial Technologies and Society,0,0,SOC,0
GEOG,GEOG080.09,Humanitarian Emergencies and Geographic Methods,1,2,TAS,1
GEOG,GEOG080.10,COVID-19 and the Social Life of Epidemics,3,5,"INT, SOC",5
GEOG,GEOG080,Seminar in Geography,3,1,,1
GEOG,GEOG081,Social and Physical Landscapes of the Czech Republic,0,0,,2
GEOG,GEOG082,Independent Study in the Czech Republic,0,-1,"SOC, W",1
GEOG,GEOG085,Senior Thesis I,0,1,,1
GEOG,GEOG086,Independent Study in the Czech Republic,0,0,"SOC, W",0
GEOG,GEOG087,Senior Thesis II,0,0,,1
GEOG,GEOG090,Research in Geography,18,6,SOC,0
FRIT,FRIT031,How Languages are Learned,0,0,SOC,2
FRIT,FRIT033.01,Into and Beyond Dante's Inferno -,1,4,"LIT, W",1
FRIT,FRIT033,Dante:The Divine Comedy,0,0,,0
FRIT,FRIT034.01,Sex and Gender in the Italian Renaissance,0,0,"LIT, W",0
FRIT,FRIT034,Renaissance Studies in Translation,3,1,,1
FRIT,FRIT035.01,From Dagos to Sopranos,0,0,"LIT, CI",0
FRIT,FRIT035.02,Fascisms,1,1,"INT, W",1
FRIT,FRIT035,Modern Italian Culture and Society,0,0,,1
FRIT,FRIT037.01,Nature: A Literary History,0,0,,0
FRIT,FRIT037.02,History of Romance Languages,0,0,,0
FRIT,FRIT037.03,Black Feminisms in the French Atlantic,0,0,"INT, CI",0
FRIT,FRIT037.04,European Fairy Tales,0,3,"LIT, W",3
FRIT,FRIT037.05,Black Queer & Trans Futures: An Experiment,0,0,"SOC, CI",0
FRIT,FRIT037.06,Italian Political Theory: From Dante and Machiavelli to Biopolitics,0,0,"W, TMV",0
FRIT,FRIT037.07,Do the Right Thing! Creativity and Public Engagement in Italy and the United States,0,1,"ART, W",0
FRIT,FRIT037.08,Obsessive Affinities Contemporary French & American poetry,1,2,"LIT, W",0
FRIT,FRIT037,Topics in Literature and Culture,0,0,,1
FRIT,FRIT093,Foreign Language Teaching Methods: Theory and Practice,0,1,SOC,2
FREN,FREN001,Introductory French I,190,61,,18
FREN,FREN002,Introductory French II,212,61,,9
FREN,FREN003,Introductory French III,170,68,,0
FREN,FREN005,Language Study Abroad: Aspects of French Civilization,6,1,W,1
FREN,FREN006,Language Study Abroad: Readings in French Literature,13,1,"LIT, W",1
FREN,FREN007.02,French Graphic Novels,0,0,"LIT, W",0
FREN,FREN007.04,"Louis XIV, Then & Now",0,0,"LIT, W",0
FREN,FREN007.05,Nature and Colonized Spaces,0,1,"INT, LIT, W",1
FREN,FREN007.06,Paris in Lit and Film,5,-4,,-2
FREN,FREN007,First-Year Seminars in French Literature,30,8,"LIT, W",2
FREN,FREN008,Exploring French Culture and Language,94,33,"SOC, W",7
FREN,FREN009,Language Study Abroad: Readings in French Literature,0,-1,"LIT, W",-1
FREN,FREN010.02,The Heroic Heart,0,0,"LIT, W",0
FREN,FREN010.03,Invitation au Voyage,0,0,"LIT, W",0
FREN,FREN010.06,The Anatomy of Passion,0,0,"LIT, W",0
FREN,FREN010.08,Living in Paris/Habiter Paris,2,4,"LIT, W",2
FREN,FREN010.09,Intro to French Literature,0,0,"LIT, W",0
FREN,FREN010.10,Du mal/On Evil,4,8,"LIT, W",1
FREN,FREN010.11,On Monsters and Monstrosity,0,0,"LIT, W",0
FREN,FREN010.12,The Other's Gaze,0,0,,0
FREN,FREN010.13,Games People Play,0,0,"LIT, W",0
FREN,FREN010.14,Le sentiment amoureux,0,0,,0
FREN,FREN010.15,Literature and Images,0,0,"LIT, W",0
FREN,FREN010.16,The Feeling of Love,0,0,"LIT, W",1
FREN,FREN010.17,"Saints, Martyrs, Demons",5,6,"LIT, W",1
FREN,FREN010.18,The Medieval Mirror of Ourselves,0,0,"LIT, W",0
FREN,FREN010.19,A La Recherche du bonheur,0,0,"LIT, W",0
FREN,FREN010.20,Representations of war in French literature and film from the Middle Ages to the present,0,0,"LIT, W",0
FREN,FREN010.21,French Crises and Tragedies,0,0,W,0
FREN,FREN010.22,Du Tragique: le chagrin et la pitie dans la littérature française et francophone,0,0,,0
FREN,FREN010.23,The French Atlantic,0,0,"LIT, W",0
FREN,FREN010,Introduction to French Literature: Masterworks and Great Issues,68,17,"LIT, W",11
FREN,FREN011,Intensive French,3,7,,-4
FREN,FREN012,Advanced Writing and Speaking in French,1,1,W,1
FREN,FREN015,The Language and Culture of French Business,6,1,,1
FREN,FREN020.01,France and the Culture of Conversation,0,0,"LIT, W",0
